Product,Reseller,Year,Quarter,Month,Sum of Order Quantity,Sum of Product Standard Cost,Sum of Sales Amount
"Mountain-100 Black, 48",Vigorous Exercise Company,2018,Qtr 1,February,9,1898.0944,18224.946
"Mountain-100 Black, 48",Vigorous Exercise Company,2018,Qtr 2,June,6,1898.0944,3290.6153
"Mountain-100 Black, 48",Vinyl and Plastic Goods Corporation,2017,Qtr 3,September,2,1898.0944,4049.988
"Mountain-100 Black, 48",Year-Round Sports,2017,Qtr 3,August,3,1898.0944,6074.982
"Mountain-100 Black, 48",Year-Round Sports,2017,Qtr 4,November,3,1898.0944,6074.982
"Mountain-100 Black, 48",Year-Round Sports,2018,Qtr 1,February,2,1898.0944,4049.988
"Mountain-100 Black, 48",Yellow Bicycle Company,2017,Qtr 3,July,1,1898.0944,2024.994
"Mountain-100 Black, 48",Yellow Bicycle Company,2018,Qtr 1,January,1,1898.0944,2024.994
"Mountain-100 Black, 48",Yellow Bicycle Company,2018,Qtr 2,April,2,1898.0944,4049.988
"Mountain-100 Silver, 38",[Not Applicable],2017,Qtr 3,July,12,22945.852799999997,40799.87999999998
"Mountain-100 Silver, 38",[Not Applicable],2017,Qtr 3,August,4,7648.6176,13599.96
"Mountain-100 Silver, 38",[Not Applicable],2017,Qtr 3,September,2,3824.3088,6799.98
"Mountain-100 Silver, 38",[Not Applicable],2017,Qtr 4,October,7,13385.080799999998,23799.929999999993
"Mountain-100 Silver, 38",[Not Applicable],2017,Qtr 4,November,4,7648.6176,13599.96
"Mountain-100 Silver, 38",[Not Applicable],2017,Qtr 4,December,10,19121.543999999998,33999.89999999999
"Mountain-100 Silver, 38",[Not Applicable],2018,Qtr 1,January,4,7648.6176,13599.96
"Mountain-100 Silver, 38",[Not Applicable],2018,Qtr 1,February,3,5736.4632,10199.97
"Mountain-100 Silver, 38",[Not Applicable],2018,Qtr 1,March,3,5736.4632,10199.97
"Mountain-100 Silver, 38",[Not Applicable],2018,Qtr 2,April,3,5736.4632,10199.97
"Mountain-100 Silver, 38",[Not Applicable],2018,Qtr 2,May,6,11472.926399999998,20399.939999999995
"Mountain-100 Silver, 38",Basic Sports Equipment,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Basic Sports Equipment,2018,Qtr 2,May,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Better Bike Shop,2017,Qtr 3,July,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Better Bike Shop,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Better Bike Shop,2018,Qtr 1,January,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Bold Bike Accessories,2018,Qtr 2,May,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Brakes and Gears,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Brakes and Gears,2017,Qtr 4,November,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Brakes and Gears,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Brakes and Gears,2018,Qtr 2,May,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Brightwork Company,2017,Qtr 3,August,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Brightwork Company,2017,Qtr 4,November,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Brightwork Company,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Capable Sales and Service,2017,Qtr 3,July,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Capable Sales and Service,2017,Qtr 3,September,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Capable Sales and Service,2018,Qtr 1,January,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Capable Sales and Service,2018,Qtr 2,April,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Catalog Store,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Central Discount Store,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Central Discount Store,2017,Qtr 4,November,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Central Discount Store,2018,Qtr 1,February,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Central Discount Store,2018,Qtr 2,June,1,1912.1544,552.4984
"Mountain-100 Silver, 38",Certified Sports Supply,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Clamps & Brackets Co.,2017,Qtr 3,July,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Clamps & Brackets Co.,2018,Qtr 2,April,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Consolidated Sales,2017,Qtr 3,August,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Consolidated Sales,2017,Qtr 4,November,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Consolidated Sales,2018,Qtr 2,May,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Cross-Country Riding Supplies,2017,Qtr 3,August,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Cross-Country Riding Supplies,2017,Qtr 4,November,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Cross-Country Riding Supplies,2018,Qtr 1,February,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Distinctive Cycles Sales & Service,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Downtown Hotel,2017,Qtr 3,September,9,1912.1544,18359.946
"Mountain-100 Silver, 38",Downtown Hotel,2017,Qtr 4,November,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Downtown Hotel,2018,Qtr 1,February,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Downtown Hotel,2018,Qtr 2,June,6,1912.1544,3314.9903
"Mountain-100 Silver, 38",eCommerce Bikes,2017,Qtr 3,August,3,1912.1544,6119.982
"Mountain-100 Silver, 38",eCommerce Bikes,2017,Qtr 4,November,8,1912.1544,16319.952
"Mountain-100 Silver, 38",eCommerce Bikes,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",eCommerce Bikes,2018,Qtr 2,May,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Elemental Sporting Goods,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Elemental Sporting Goods,2017,Qtr 4,November,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Elemental Sporting Goods,2018,Qtr 1,February,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Elemental Sporting Goods,2018,Qtr 2,June,1,1912.1544,552.4984
"Mountain-100 Silver, 38",Extended Bike Sales,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Extended Bike Sales,2017,Qtr 4,November,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Extended Bike Sales,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Extended Bike Sales,2018,Qtr 2,June,2,1912.1544,1104.9968
"Mountain-100 Silver, 38",Fashionable Bikes and Accessories,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Fashionable Bikes and Accessories,2017,Qtr 4,November,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Fashionable Bikes and Accessories,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Fashionable Bikes and Accessories,2018,Qtr 2,June,2,1912.1544,1104.9968
"Mountain-100 Silver, 38",Full-Service Bike Store,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Full-Service Bike Store,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Full-Service Bike Store,2018,Qtr 2,June,1,1912.1544,552.4984
"Mountain-100 Silver, 38",General Cycle Storehouse,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",General Cycle Storehouse,2018,Qtr 1,February,5,1912.1544,10199.97
"Mountain-100 Silver, 38",General Cycle Storehouse,2018,Qtr 2,June,2,1912.1544,1104.9968
"Mountain-100 Silver, 38",Global Plaza,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Global Plaza,2017,Qtr 4,November,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Global Plaza,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Global Plaza,2018,Qtr 2,June,4,1912.1544,2209.9935
"Mountain-100 Silver, 38",Golf and Cycle Store,2017,Qtr 3,September,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Golf and Cycle Store,2017,Qtr 4,November,8,1912.1544,16319.952
"Mountain-100 Silver, 38",Golf and Cycle Store,2018,Qtr 1,February,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Golf and Cycle Store,2018,Qtr 2,June,9,1912.1544,4972.4854
"Mountain-100 Silver, 38",Great Bicycle Supply,2017,Qtr 4,November,10,1912.1544,20399.94
"Mountain-100 Silver, 38",Great Bicycle Supply,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Great Bicycle Supply,2018,Qtr 2,May,10,1912.1544,20399.94
"Mountain-100 Silver, 38",Great Bikes,2018,Qtr 1,January,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Great Bikes,2018,Qtr 2,April,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Greater Bike Store,2018,Qtr 2,June,2,1912.1544,1104.9968
"Mountain-100 Silver, 38",Hardware Components,2017,Qtr 3,August,8,1912.1544,16319.952
"Mountain-100 Silver, 38",Hardware Components,2017,Qtr 4,November,8,1912.1544,16319.952
"Mountain-100 Silver, 38",Hardware Components,2018,Qtr 1,February,7,1912.1544,14279.958
"Mountain-100 Silver, 38",Hardware Components,2018,Qtr 2,May,7,1912.1544,14279.958
"Mountain-100 Silver, 38",Historic Bicycle Sales,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Journey Sporting Goods,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Journey Sporting Goods,2017,Qtr 4,November,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Journey Sporting Goods,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Journey Sporting Goods,2018,Qtr 2,May,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Juvenile Sports Equipment,2017,Qtr 3,July,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Juvenile Sports Equipment,2018,Qtr 2,April,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Latest Sports Equipment,2017,Qtr 3,September,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Latest Sports Equipment,2018,Qtr 1,January,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Latest Sports Equipment,2018,Qtr 2,April,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Metro Cycle Shop,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Metro Cycle Shop,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Metro Cycle Shop,2018,Qtr 2,June,2,1912.1544,1104.9968
"Mountain-100 Silver, 38",Moderately-Priced Bikes Store,2017,Qtr 3,August,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Moderately-Priced Bikes Store,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Only Bikes and Accessories,2017,Qtr 3,August,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Original Bicycle Supply Company,2017,Qtr 3,September,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Original Bicycle Supply Company,2018,Qtr 1,January,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Outdoor Sports Supply,2017,Qtr 3,August,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Outdoor Sports Supply,2017,Qtr 4,November,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Paint Supply,2017,Qtr 4,November,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Paint Supply,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Paint Supply,2018,Qtr 2,June,5,1912.1544,2762.4919
"Mountain-100 Silver, 38",Permanent Finish Products,2017,Qtr 3,August,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Permanent Finish Products,2018,Qtr 1,February,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Practical Bike Supply Company,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Practical Bike Supply Company,2018,Qtr 1,February,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Quick Delivery Service,2017,Qtr 4,November,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Quick Delivery Service,2018,Qtr 1,February,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Quick Delivery Service,2018,Qtr 2,June,1,1912.1544,552.4984
"Mountain-100 Silver, 38",Rapid Bikes,2017,Qtr 4,November,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Rapid Bikes,2018,Qtr 2,June,5,1912.1544,2762.4919
"Mountain-100 Silver, 38",Raw Materials Inc,2017,Qtr 3,August,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Raw Materials Inc,2017,Qtr 4,November,7,1912.1544,14279.958
"Mountain-100 Silver, 38",Raw Materials Inc,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Raw Materials Inc,2018,Qtr 2,May,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Red Bicycle Company,2017,Qtr 3,September,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Red Bicycle Company,2018,Qtr 2,April,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Reliable Brake Systems,2017,Qtr 3,September,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Reliable Brake Systems,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Resale Services,2017,Qtr 3,August,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Resale Services,2017,Qtr 4,November,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Resale Services,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Resale Services,2018,Qtr 2,May,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Safe Toys,2017,Qtr 4,November,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Safe Toys,2018,Qtr 2,June,5,1912.1544,2762.4919
"Mountain-100 Silver, 38",Scratch-Resistant Finishes Company,2017,Qtr 4,November,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Scratch-Resistant Finishes Company,2018,Qtr 2,May,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Serious Cycles,2017,Qtr 3,August,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Serious Cycles,2017,Qtr 4,November,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Serious Cycles,2018,Qtr 1,February,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Serious Cycles,2018,Qtr 2,May,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Sharp Bikes,2017,Qtr 3,August,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Sixth Bike Store,2018,Qtr 2,May,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Small Bike Shop,2017,Qtr 3,September,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Small Bike Shop,2018,Qtr 1,February,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Small Bike Shop,2018,Qtr 2,June,5,1912.1544,2762.4919
"Mountain-100 Silver, 38",Some Discount Store,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Some Discount Store,2017,Qtr 4,November,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Sparkling Paint and Finishes,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Sparkling Paint and Finishes,2017,Qtr 4,November,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Sparkling Paint and Finishes,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Sparkling Paint and Finishes,2018,Qtr 2,May,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Sports Commodities,2017,Qtr 3,September,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Sports Commodities,2018,Qtr 2,June,1,1912.1544,552.4984
"Mountain-100 Silver, 38",Sports Sales and Rental,2018,Qtr 1,January,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Sturdy Toys,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Sturdy Toys,2017,Qtr 4,November,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Sturdy Toys,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Sturdy Toys,2018,Qtr 2,May,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Suburban Cycle Shop,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Suburban Cycle Shop,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",The Bike Mechanics,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",The Bike Shop,2018,Qtr 1,January,1,1912.1544,2039.994
"Mountain-100 Silver, 38",The Gear Store,2017,Qtr 4,November,4,1912.1544,8159.976
"Mountain-100 Silver, 38",The Gear Store,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 38",The Gear Store,2018,Qtr 2,May,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Trailblazing Sports,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Trailblazing Sports,2017,Qtr 4,November,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Trailblazing Sports,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Tread Industries,2017,Qtr 3,August,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Tread Industries,2017,Qtr 4,November,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Tread Industries,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Tread Industries,2018,Qtr 2,May,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Trusted Catalog Store,2018,Qtr 1,January,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Trusted Catalog Store,2018,Qtr 2,April,7,1912.1544,14279.958
"Mountain-100 Silver, 38",Two-Wheeled Transit Company,2017,Qtr 4,November,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Two-Wheeled Transit Company,2018,Qtr 2,May,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Ultimate Bike Shop,2017,Qtr 3,September,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Ultimate Bike Shop,2018,Qtr 2,June,2,1912.1544,1104.9968
"Mountain-100 Silver, 38",Unified Sports Company,2017,Qtr 3,August,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Unified Sports Company,2018,Qtr 1,February,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Unique Bikes,2017,Qtr 4,November,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Unique Bikes,2018,Qtr 1,February,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Vast Bike Sales and Rental,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Vast Bike Sales and Rental,2017,Qtr 4,November,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Vast Bike Sales and Rental,2018,Qtr 2,May,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Vigorous Exercise Company,2017,Qtr 3,September,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Vigorous Exercise Company,2017,Qtr 4,November,4,1912.1544,8159.976
"Mountain-100 Silver, 38",Vigorous Exercise Company,2018,Qtr 1,February,6,1912.1544,12239.964
"Mountain-100 Silver, 38",Vigorous Exercise Company,2018,Qtr 2,June,9,1912.1544,4972.4854
"Mountain-100 Silver, 38",Year-Round Sports,2017,Qtr 4,November,2,1912.1544,4079.988
"Mountain-100 Silver, 38",Year-Round Sports,2018,Qtr 1,February,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Year-Round Sports,2018,Qtr 2,May,5,1912.1544,10199.97
"Mountain-100 Silver, 38",Yellow Bicycle Company,2017,Qtr 3,September,3,1912.1544,6119.982
"Mountain-100 Silver, 38",Yellow Bicycle Company,2018,Qtr 1,January,1,1912.1544,2039.994
"Mountain-100 Silver, 38",Yellow Bicycle Company,2018,Qtr 2,April,3,1912.1544,6119.982
"Mountain-100 Silver, 42",[Not Applicable],2017,Qtr 3,July,3,5736.4632,10199.97
"Mountain-100 Silver, 42",[Not Applicable],2017,Qtr 3,August,1,1912.1544,3399.99
"Mountain-100 Silver, 42",[Not Applicable],2017,Qtr 3,September,7,13385.080799999998,23799.929999999993
"Mountain-100 Silver, 42",[Not Applicable],2017,Qtr 4,October,4,7648.6176,13599.96
"Mountain-100 Silver, 42",[Not Applicable],2017,Qtr 4,November,2,3824.3088,6799.98
"Mountain-100 Silver, 42",[Not Applicable],2017,Qtr 4,December,4,7648.6176,13599.96
"Mountain-100 Silver, 42",[Not Applicable],2018,Qtr 1,January,3,5736.4632,10199.97
"Mountain-100 Silver, 42",[Not Applicable],2018,Qtr 1,February,4,7648.6176,13599.96
"Mountain-100 Silver, 42",[Not Applicable],2018,Qtr 1,March,3,5736.4632,10199.97
"Mountain-100 Silver, 42",[Not Applicable],2018,Qtr 2,April,5,9560.771999999999,16999.949999999997
"Mountain-100 Silver, 42",[Not Applicable],2018,Qtr 2,May,6,11472.926399999998,20399.939999999995
"Mountain-100 Silver, 42",Basic Sports Equipment,2017,Qtr 4,November,1,1912.1544,2039.994
"Mountain-100 Silver, 42",Better Bike Shop,2017,Qtr 3,July,1,1912.1544,2039.994
"Mountain-100 Silver, 42",Better Bike Shop,2018,Qtr 1,January,2,1912.1544,4079.988
"Mountain-100 Silver, 42",Bold Bike Accessories,2017,Qtr 3,August,2,1912.1544,4079.988
"Mountain-100 Silver, 42",Bold Bike Accessories,2017,Qtr 4,November,5,1912.1544,10199.97
"Mountain-100 Silver, 42",Bold Bike Accessories,2018,Qtr 2,May,6,1912.1544,12239.964
"Mountain-100 Silver, 42",Brakes and Gears,2017,Qtr 3,August,1,1912.1544,2039.994
"Mountain-100 Silver, 42",Brakes and Gears,2017,Qtr 4,November,5,1912.1544,10199.97
"Mountain-100 Silver, 42",Brakes and Gears,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 42",Brakes and Gears,2018,Qtr 2,May,2,1912.1544,4079.988
"Mountain-100 Silver, 42",Brightwork Company,2017,Qtr 4,November,3,1912.1544,6119.982
"Mountain-100 Silver, 42",Brightwork Company,2018,Qtr 1,February,4,1912.1544,8159.976
"Mountain-100 Silver, 42",Brightwork Company,2018,Qtr 2,May,1,1912.1544,2039.994
"Mountain-100 Silver, 42",Capable Sales and Service,2017,Qtr 3,July,1,1912.1544,2039.994
"Mountain-100 Silver, 42",Capable Sales and Service,2017,Qtr 3,September,4,1912.1544,8159.976
"Mountain-100 Silver, 42",Capable Sales and Service,2018,Qtr 2,April,2,1912.1544,4079.988
"Mountain-100 Silver, 42",Catalog Store,2017,Qtr 4,November,3,1912.1544,6119.982
"Mountain-100 Silver, 42",Catalog Store,2018,Qtr 1,February,2,1912.1544,4079.988
"Mountain-100 Silver, 42",Central Discount Store,2017,Qtr 3,September,2,1912.1544,4079.988
"Mountain-100 Silver, 42",Central Discount Store,2017,Qtr 4,November,1,1912.1544,2039.994
